Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Founded Date,Status,Number of Articles,Categories,Number of Founders,Number of Employees,Last Funding Date,Last Funding Amount,Total Funding Amount,Number of Investors,Last Funding Type,Website,Number of Funding Rounds
Blackmore Sensors and Analytics,https://www.crunchbase.com/organization/blackmore-sensors-and-analytics,"Manufacturing, Science and Engineering, Hardware, Consumer Electronics, Software","Bozeman, Montana, United States",Blackmore Sensors and Analytics develops frequency-modulated continuous wave lidar imaging and its supporting analytic tools software.,"6,744",,Operating,2,"3D Printing, Robotics, 3D Technology, Consumer Electronics",,,12/12/2016,"$3,500,000","$3,500,000",2,Series A,https://blackmoreinc.com/,1
REVATURE,https://www.crunchbase.com/organization/revature,"Hardware, Consumer Electronics, Software, Professional Services, Education","Reston, Virginia, United States",Revature partners with top colleges and universities to provide students with careers in coding and software development.,"6,759",01/01/2003,Operating,,"Software, Career Planning, Training, Computer",1,501-1000,03/11/2016,"$20,000,000","$20,000,000",2,Series A,http://revature.com/,1
PhenixP2P Inc.,https://www.crunchbase.com/organization/superior-streaming-technology-llc,"Media and Entertainment, Education, Internet Services, Video, Content and Publishing","Chicago, Illinois, United States","The world's only scalable real-time, peer-to-peer video streaming platform.","6,766",09/19/2013,Operating,1,"Video Streaming, Social Media, Collaboration, Education, Real Time, Video, Social News, Broadcasting",2,11-50,04/03/2017,"$3,500,000","$4,757,000",1,Series A,https://phenixp2p.com/,3
HappyCo (Happy Inspector),https://www.crunchbase.com/organization/happy-inspector,"Apps, Real Estate, Software, Mobile","San Francisco, California, United States",HappyCo is taking traditional paper based processes out of the dark ages.,"6,782",10/01/2011,Operating,6,"Apps, Real Estate, Property Management, Mobile, SaaS",2,11-50,10/06/2016,"$7,500,000","$11,201,490",11,Series A,http://www.happyco.com,4
IronNet Cybersecurity,https://www.crunchbase.com/organization/ironnet-cybersecurity,"Hardware, Information Technology, Consumer Electronics, Privacy and Security","Fulton, Maryland, United States","Every day, cyber threats grow more sophisticated, intrusive, disruptive and costly.","6,786",01/01/2014,Operating,3,"Cyber Security, Computer, Network Security",1,101-250,10/25/2015,"$32,500,000","$32,500,000",2,Series A,http://ironnetcyber.com,1
Simplus,https://www.crunchbase.com/organization/simplus,Information Technology,"Sandy, Utah, United States",The Leader in Salesforce Quote to Cash Implementations,"6,788",01/01/2014,Operating,,Information Technology,4,101-250,09/30/2016,"$7,300,000","$13,949,999",17,Series A,http://www.simplus.com,7
Zoox,https://www.crunchbase.com/organization/zoox,"Manufacturing, Science and Engineering, Hardware, Software, Transportation","Menlo Park, California, United States",Zoox is a robotics company pioneering autonomous mobility as-a-service.,"6,789",07/01/2014,Operating,2,"Autonomous Vehicles, Manufacturing, Consumer, Robotics",2,101-250,10/04/2016,"$250,000,000","$290,000,000",9,Series A,http://zoox.com/,2
Casa Systems,https://www.crunchbase.com/organization/casa-systems,"Media and Entertainment, Internet Services, Video","Andover, Massachusetts, United States",Casa Systems offers network edge devices for the interactive digital video and broadband IP services sectors.,"6,792",01/01/2003,Operating,22,"ISP, Video, Web Hosting",3,501-1000,05/10/2010,"$96,460,318","$99,614,399",3,Series A,http://casa-systems.com,2
Mautic,https://www.crunchbase.com/organization/allyde,"Software, Sales and Marketing","Boston, Massachusetts, United States","Mautic is an open source software company which provides products, technical support, cloud hosting and other services for Mautic.","6,796",02/01/2014,Operating,,"Small and Medium Businesses, Enterprise Software, Open Source, Software, Marketing Automation",2,11-50,09/20/2016,"$5,000,000","$5,750,000",3,Series A,https://mautic.com/,3
Limelight Health,https://www.crunchbase.com/organization/limelight-health,"Health Care, Financial Services","San Francisco, California, United States","Limelight Health provides health insurance agents decision tools and a Saas platform to make the complex proposal, renewal and benefits deci","6,807",01/01/2014,Operating,49,"FinTech, Health Care, Insurance, SaaS",4,11-50,07/20/2015,"$3,000,000","$3,000,000",3,Series A,http://limelighthealth.com/,2
Convo,https://www.crunchbase.com/organization/convo,"Apps, Media and Entertainment, Events, Software, Internet Services","San Francisco, California, United States",Convo is a cloud-based interactive business workspace enabling real-time conversations online.,"6,808",01/01/2012,Operating,150,"Web Development, Enterprise Software, Events, Social Media, Apps, SaaS, Collaboration",2,11-50,09/16/2013,"$5,000,000","$6,309,000",3,Series A,http://www.convo.com,3
Wanderu,https://www.crunchbase.com/organization/wanderu,"Travel and Tourism, Transportation","Boston, Massachusetts, United States",Wanderu is a ground travel meta-search website that helps travelers find and book inter-city bus and train travel in North America.,"6,825",01/01/2012,Operating,30,"Transportation, Travel",3,11-50,11/05/2014,"$5,600,000","$8,050,000",16,Series A,http://www.wanderu.com,2
ACTON,https://www.crunchbase.com/organization/acton,"Hardware, Commerce and Shopping, Consumer Electronics, Sports, Transportation, Design","Mountain View, California, United States",ACTON is about smart & efficient personal transportation,"6,828",01/01/2013,Operating,8,"Sporting Goods, Consumer Electronics, Fashion, Transportation",2,11-50,05/15/2015,"$2,600,000","$5,100,000",1,Series A,http://www.ACTONglobal.com,3
BlueConic,https://www.crunchbase.com/organization/blueconic-2,"Data and Analytics, Software, Sales and Marketing","Boston, Massachusetts, United States","Use BlueConic to recognize an individual at any touchpoint, and synchronize their intent across the marketing ecosystem.","6,841",08/01/2010,Operating,33,"Real Time, Big Data, Multi-level Marketing, Marketing Automation",2,11-50,07/28/2016,"$6,251,681","$13,751,681",3,Series A,http://www.BlueConic.com,4
Sonavex,https://www.crunchbase.com/organization/sonavex,"Biotechnology, Science and Engineering, Health Care","Baltimore, Maryland, United States",Sonavex's EchoSure detects blood clots prior to catastrophic and expensive surgical failures.,"6,850",01/01/2013,Operating,,"Medical, Biotechnology, Health Care",2,1-10,04/24/2017,"$3,500,000","$5,595,192",5,Series A,http://www.sonavex.com,7
Direct Flow Medical,https://www.crunchbase.com/organization/direct-flow-medical,Health Care,"Santa Rosa, California, United States",Direct Flow Medical designs and develops medical implants used in the treatment of aortic and heart valve diseases.,"6,854",01/01/2004,Operating,25,"Medical, Health Care, Medical Device",1,51-100,10/28/2016,,"$183,768,574",20,Series A,http://www.directflowmedical.com,9
OneDrop,https://www.crunchbase.com/organization/onedrop,"Apps, Software, Health Care","New York, New York, United States",One Drop is a diabetes management platform that helps people navigate diabetes together.,"6,863",01/01/2015,Operating,2,"Apps, Health Care",1,1-10,06/04/2015,"$8,000,000","$8,000,000",9,Series A,http://onedrop.today/,2
ReviverMx,https://www.crunchbase.com/organization/revivermx,"Commerce and Shopping, Sports, Transportation","San Francisco, California, United States",ReviverMx is hard at work on an innovative connected car platform with the potential to connect millions of vehicles to a new class of,"6,864",01/01/2009,Operating,1,"Retail, Fitness, Automotive",2,1-10,01/26/2017,"$6,800,000","$9,300,000",3,Series A,http://www.revivermx.com/,2
OneSpot,https://www.crunchbase.com/organization/onespot,"Media and Entertainment, Sales and Marketing, Content and Publishing, Advertising","Austin, Texas, United States",OneSpot allows you to distribute and sequence your content at scale and drive business results.,"6,875",01/01/2005,Operating,59,"Publishing, Advertising, Content",2,11-50,03/06/2017,"$3,000,000","$17,882,151",12,Series A,http://www.onespot.com,7
Alkanza,https://www.crunchbase.com/organization/alkanza,Financial Services,"California, United States, North America",Alkanza was born out of Risk Management Insight,"6,893",01/01/2014,Operating,,Financial Services,1,1-10,01/09/2017,"$6,000,000","$6,000,000",1,Series A,http://www.alkanza.us,1
Luminoso,https://www.crunchbase.com/organization/luminoso,"Science and Engineering, Data and Analytics, Software, Sales and Marketing, Advertising","Cambridge, Massachusetts, United States",Luminoso is a new way for computers to understand language and turn text into actionable business intelligence.,"6,919",12/01/2010,Operating,21,"Advertising, Artificial Intelligence, Machine Learning",3,11-50,07/02/2014,"$6,500,000","$7,999,997",4,Series A,http://www.luminoso.com,2
Ascend Consumer Finance,https://www.crunchbase.com/organization/ascend-consumer-financial,"Data and Analytics, Financial Services, Lending and Investments, Design","Los Angeles, California, United States","Through a proprietary process called Adaptive Risk Pricing, Ascend empowers consumers to prove their real-time creditworthiness","6,923",01/01/2014,Operating,2,"Credit, Financial Services, Consumer Research",4,1-10,06/10/2016,"$11,000,000","$12,500,000",7,Series A,https://www.ascendloan.com/,2
InstaVR,https://www.crunchbase.com/organization/candlify-technologies,"Hardware, Information Technology, Consumer Electronics, Software","San Francisco, California, United States","Create, publish and analyse VR app in minutes","6,944",12/01/2015,Operating,,"Virtual Reality, Information Technology, Wearables",1,1-10,09/12/2016,"$2,000,000","$2,000,000",4,Series A,http://instavr.co/,1
SEWORKS,https://www.crunchbase.com/organization/seworks,"Apps, Information Technology, Software, Privacy and Security, Mobile","San Francisco, California, United States","SEWORKS provides AppSolid, a powerful cloud-based security solution for mobile apps (Android/iOS/Unity).","6,946",12/01/2012,Operating,23,"Cyber Security, Mobile, Mobile Apps, SaaS, Security",1,11-50,12/01/2016,"$8,199,999","$10,199,999",7,Series A,http://appsolid.co/,3
Ecovent,https://www.crunchbase.com/organization/ecovent,"Energy, Hardware, Sustainability, Consumer Electronics, Real Estate","Boston, Massachusetts, United States",Ecovent provides an application that enables its users to control room temperature remotely.,"6,977",02/01/2012,Operating,13,"Energy Efficiency, Smart Building, Home Automation, Consumer Electronics",4,11-50,07/01/2015,"$6,900,000","$9,998,000",12,Series A,https://www.ecoventsystems.com,5
Uncharted Play,https://www.crunchbase.com/organization/uncharted-play,"Energy, Sustainability, Software, Sports","New York, New York, United States",Democratize Energy Access Worldwide,"6,989",05/01/2011,Operating,10,"Fitness, Enterprise Software, Clean Energy, Sustainability",1,11-50,09/19/2016,"$7,000,000","$7,000,000",5,Series A,http://www.u-play.co,1
VividCortex,https://www.crunchbase.com/organization/vividcortex,"Information Technology, Data and Analytics, Software","Charlottesville, Virginia, United States",VividCortex is the best way to see what your production database systems are doing.,"6,997",01/01/2012,Operating,10,"Enterprise Software, IT Management, Analytics, Application Performance Management",2,11-50,04/28/2016,"$4,500,000","$7,173,000",5,Series A,https://vividcortex.com,4
Inverse,https://www.crunchbase.com/organization/inverse,"Media and Entertainment, Information Technology, Internet Services","San Francisco, California, United States","A San Francisco, CA-based media company that targets a millennial male audience","7,010",01/01/2015,Operating,3,"Information Technology, Digital Media, Internet",5,11-50,09/26/2016,"$6,000,000","$6,000,000",11,Series A,https://www.inverse.com/,3
Unravel Data,https://www.crunchbase.com/organization/unravel-data-systems,"Data and Analytics, Software","Menlo Park, California, United States",Unravel is radically simplifying the management of modern data applications and systems.,"7,012",01/01/2013,Operating,5,"Big Data, Enterprise Software",1,11-50,09/14/2016,"$7,000,000","$7,156,000",3,Series A,http://www.unraveldata.com,2
Pivot Bio,https://www.crunchbase.com/organization/pivot-bio,"Biotechnology, Science and Engineering, Health Care","Berkeley, California, United States","Pivot believes that microbes can deliver nutrients, protect against pests, and improve crop quality.","7,017",01/01/2010,Operating,,"Biotechnology, Medical, Health Care",,11-50,03/23/2016,"$15,996,489","$16,746,489",5,Series A,http://www.pivotbio.com/,2
ORIG3N,https://www.crunchbase.com/organization/orig3n,Health Care,"Boston, Massachusetts, United States",Giving everyone the ability to participate in the future of medicine.,"7,018",04/10/2014,Operating,2,"Personal Health, Medical, Health Care",2,11-50,12/12/2015,"$12,500,000","$15,600,000",8,Series A,http://www.orig3n.com,2
Aisle50,https://www.crunchbase.com/organization/aisle50,"Commerce and Shopping, Data and Analytics, Sales and Marketing, Advertising","Chicago, Illinois, United States","Aisle50 delivers grocery offers redeemed at traditional grocery stores to consumers through the web, mobile and social media.","7,024",11/01/2010,Operating,23,"Advertising, Coupons, Analytics",2,11-50,08/08/2013,"$2,600,000","$5,200,000",13,Series A,http://www.aisle50.com,3
LawnStarter,https://www.crunchbase.com/organization/lawnstarter,Internet Services,"Austin, Texas, United States",LawnStarter is the easiest way to order lawn care.,"7,039",08/25/2013,Operating,21,"Customer Service, Collaborative Consumption, Internet",3,1-10,06/02/2015,"$6,000,000","$7,225,500",8,Series A,http://lawnstarter.com,4
Hatch Baby,https://www.crunchbase.com/organization/hatch-baby,"Hardware, Consumer Electronics","Menlo Park, California, United States",Our mission is to bring parents a series of smart products,"7,058",01/01/2012,Operating,3,"Consumer Electronics, Baby",2,1-10,10/15/2015,"$7,000,000","$7,000,000",6,Series A,http://www.hatchbaby.com/,1
Shareablee,https://www.crunchbase.com/organization/shareablee,"Media and Entertainment, Data and Analytics, Internet Services","New York, New York, United States","Shareablee is an online platform offering audience intelligence, competitive benchmarking, and insights for social media.","7,066",02/03/2014,Operating,30,"Online Portals, Analytics, Social Media",1,51-100,05/12/2014,"$6,823,000","$6,823,000",3,Series A,http://shareablee.com,1
Parrable,https://www.crunchbase.com/organization/parrable,"Information Technology, Sales and Marketing, Privacy and Security, Mobile, Advertising","San Francisco, California, United States","Parrable offers a brand new technology platform that enables advertisers, publishers and their technology partners to maintain state on comp","7,071",03/01/2014,Operating,6,"Advertising, Identity Management, Mobile",2,1-10,06/01/2016,"$2,300,000","$3,750,000",6,Series A,http://www.parrable.com,2
PipelineDeals,https://www.crunchbase.com/organization/pipelinedeals-com,"Platforms, Information Technology, Software, Sales and Marketing, Internet Services, Mobile","Seattle, Washington, United States",PipelineDeals is the first sales productivity platform to combine sales engagement and CRM in one easy-to-use application,"7,084",05/01/2006,Operating,29,"Cloud Computing, Software, CRM, Android",2,11-50,12/31/2014,"$1,000,000","$1,000,000",2,Series A,https://www.pipelinedeals.com,1
Jash,https://www.crunchbase.com/organization/jash,"Media and Entertainment, Sales and Marketing","Culver City, California, United States","JASH is a comedy community founded by partners Michael Cera, Tim & Eric, Sarah Silverman and Reggie Watts.","7,104",03/10/2013,Operating,29,"Brand Marketing, Digital Entertainment, Media and Entertainment, Digital Media",9,11-50,08/30/2016,"$6,000,000","$6,000,000",1,Series A,http://www.jash.com,1
Packet Host,https://www.crunchbase.com/organization/packet-host,"Hardware, Information Technology, Internet Services","New York, New York, United States","Packet is a bare metal cloud built for automation, offering premium server configurations that provision in 8 minutes or less.","7,110",06/16/2014,Operating,6,"Cloud Infrastructure, Information Technology, Web Hosting",3,11-50,08/12/2016,"$9,417,845","$11,567,845",3,Series A,https://www.packet.net,4
XOR Data Exchange,https://www.crunchbase.com/organization/xor-data-exchange,"Information Technology, Privacy and Security","Austin, Texas, United States","XOR is leading a data revolution by giving transparency, accountability and control back to data owners.","7,119",01/01/2014,Operating,8,"Information Services, Cyber Security",2,11-50,01/19/2017,"$2,000,000","$6,350,000",11,Series A,https://xor.exchange/,3
Direct Match,https://www.crunchbase.com/organization/direct-match-llc,"Financial Services, Lending and Investments","New York, New York, United States",The First All-to-All Trading Venue For US Treasuries,"7,121",11/01/2014,Operating,14,"Financial Services, Financial Exchanges, FinTech",2,11-50,01/07/2016,"$6,000,000","$9,000,000",17,Series A,http://www.directmatch.com,2
Rollbar,https://www.crunchbase.com/organization/rollbar,"Data and Analytics, Software, Internet Services","San Francisco, California, United States",Easy and powerful error monitoring and debugging for developers,"7,123",05/01/2012,Operating,5,"Developer Tools, Internet, SaaS, Analytics",2,11-50,01/20/2016,"$3,522,279","$3,957,279",8,Series A,https://rollbar.com,3
Azuqua,https://www.crunchbase.com/organization/azuqua,"Information Technology, Software, Sales and Marketing, Internet Services","Seattle, Washington, United States","Azuqua enables you to create business processes spanning multiple cloud services in minutes, no code required.","7,130",01/01/2011,Operating,20,"Cloud Management, Software, SaaS, Enterprise Software, Marketing Automation",2,1-10,10/08/2014,"$5,000,000","$5,180,000",3,Series A,http://www.azuqua.com,3
In2lytics,https://www.crunchbase.com/organization/in2lytics,,"Honolulu, Hawaii, United States",The data analytics company,"7,143",01/01/2016,Operating,,,2,,05/16/2017,"$3,000,000","$3,000,000",2,Series A,http://in2lytics.com/,1
TravelersBox,https://www.crunchbase.com/organization/travelersbox,"Apps, Travel and Tourism, Software","New York, New York, United States","TravelersBox developed an innovative service at airports which enables depositing leftover change directly to eWallets, gift cards and more.","7,156",01/01/2012,Operating,18,"Enterprise Applications, Travel, Customer Service",3,11-50,01/21/2016,"$10,000,000","$14,500,000",9,Series A,http://www.travelersbox.com,2
Jackpocket,https://www.crunchbase.com/organization/jackpocket,"Gaming, Commerce and Shopping, Mobile","New York, New York, United States",Buy lottery tickets from your phone,"7,168",04/29/2013,Operating,8,"Gambling, Mobile, E-Commerce",4,11-50,06/01/2016,,"$8,250,000",15,Series A,http://jackpocket.com,7
Clara Foods,https://www.crunchbase.com/organization/clara-foods,"Sustainability, Food and Beverage, Health Care","San Francisco, California, United States",Clara Foods is reimagining the egg - starting with egg whites.,"7,173",01/01/2014,Operating,10,"Sustainability, Bakery, Nutrition",2,11-50,04/08/2016,"$1,700,000","$3,450,000",10,Series A,http://www.clarafoods.com/,4
BetterCompany,https://www.crunchbase.com/organization/bettercompany,"Information Technology, Education","San Francisco, California, United States",BetterCompany makes your work day better,"7,204",01/01/2011,Operating,2,"Information Technology, Education, Information Services",1,1-10,05/19/2015,"$6,000,000","$7,700,000",14,Series A,http://bettercompany.com,2
Forty Seven,https://www.crunchbase.com/organization/forty-seven,"Biotechnology, Science and Engineering, Health Care","Palo Alto, California, United States",Calif.-based clinical-stage immuno-oncology company,"7,206",01/01/2015,Operating,,"Clinical Trials, Biotechnology, Health Care",1,1-10,02/25/2016,"$75,000,000","$75,000,000",4,Series A,http://www.fortyseveninc.com,1
Noodle,https://www.crunchbase.com/organization/noodle-education,"Media and Entertainment, Education, Internet Services","New York, New York, United States",Noodle is a U.S.-based organization that helps students and families make better education decisions.,"7,211",03/01/2010,Operating,27,"Tutoring, Advice, Education, Search Engine",2,51-100,01/23/2017,"$5,000,000","$5,000,000",1,Series A,https://companies.noodle.com/,1
Rev,https://www.crunchbase.com/organization/rev,"Hardware, Media and Entertainment, Consumer Electronics, Internet Services, Video, Mobile","San Francisco, California, United States","Rev provides online audio transcription and document translation services for immigration, business, legal, academic and personal needs.","7,222",08/01/2010,Operating,15,"Mobile Devices, Internet, Video",2,11-50,03/26/2013,"$4,500,000","$4,500,000",4,Series A,http://www.rev.com,1
Sony Pictures Entertainment,https://www.crunchbase.com/organization/sony-pictures-entertainment,"Media and Entertainment, Video","Culver City, California, United States","Sony Pictures Entertainment (SPE) is a subsidiary of Sony Entertainment Inc., a subsidiary of Tokyo-based Sony Corporation.","7,232",01/01/1987,Operating,"1,452","Film Distribution, Content, Media and Entertainment",,5001-10000,11/07/2000,"$1,000,000","$1,000,000",,Series A,http://sonypictures.com,1
Smart Vision Labs,https://www.crunchbase.com/organization/smart-vision-labs,"Hardware, Software, Health Care, Internet Services, Mobile","New York, New York, United States",We're building a better way to do vision exams. Our goal is to make vision care accessible to everyone.,"7,243",01/01/2013,Operating,15,"mHealth, Internet of Things, Hardware, Software",2,11-50,06/22/2015,"$6,100,000","$6,100,000",5,Series A,http://smartvisionlabs.com,1
MakeTime,https://www.crunchbase.com/organization/maketime-io,"Manufacturing, Commerce and Shopping, Design","Lexington, Kentucky, United States",MakeTime is a tech company that makes getting CNC machined parts simple and efficient.,"7,249",11/01/2014,Operating,20,"E-Commerce, Manufacturing, Product Design",1,51-100,05/03/2016,"$8,000,000","$11,850,000",5,Series A,http://www.maketime.io,3
StayNTouch,https://www.crunchbase.com/organization/stayntouch,"Software, Internet Services, Mobile","Bethesda, Maryland, United States",StayNtouch is a enterprise mobile cloud platform improving how hotels operate & connect with their guests. Think Workday for Hotels.,"7,252",09/01/2012,Operating,39,"Cloud Computing, Enterprise Software, SaaS, Mobile",2,11-50,02/03/2016,"$9,500,000","$12,200,000",5,Series A,http://stayntouch.com,3
4IQ,https://www.crunchbase.com/organization/4iq,Privacy and Security,"Los Gatos, California, United States",4IQ powers Cyber Intelligence Centers for defense and law enforcement agencies and provides enterprises with Intelligence Services.,"7,260",01/01/2016,Operating,,Security,1,101-250,08/03/2016,"$14,000,000","$14,000,000",1,Series A,https://www.4iq.com,1
Tock,https://www.crunchbase.com/organization/tock,"Travel and Tourism, Food and Beverage","Chicago, Illinois, United States","The dynamic, flexible, and transparent way to book restaurants.","7,278",01/01/2014,Operating,,"Restaurants, Hospitality",1,11-50,10/04/2016,"$7,500,000","$7,500,000",5,Series A,http://tocktix.com,1
NuMedii,https://www.crunchbase.com/organization/numedii,"Biotechnology, Science and Engineering, Health Care","Menlo Park, California, United States",NuMedii discovers and de-risks effective drugs by translating life sciences big data into therapies.,"7,279",01/01/2008,Operating,14,"Medical, Therapeutics, Biotechnology",3,11-50,08/17/2015,"$2,000,000","$5,500,000",10,Series A,http://numedii.com,2
Norse,https://www.crunchbase.com/organization/norse-corporation,"Hardware, Information Technology, Consumer Electronics, Privacy and Security, Financial Services","San Mateo, California, United States",Norse provides internet security intelligence solutions to e-commerce and enterprise clients.,"7,282",04/10/2010,Operating,67,"Security, Financial Services, Network Security, Computer, Cyber Security, FinTech",2,101-250,09/30/2015,"$11,400,000","$24,950,000",4,Series A,http://www.norse-corp.com,4
7Park Data,https://www.crunchbase.com/organization/7park-data,"Data and Analytics, Software, Financial Services, Mobile","New York, New York, United States",7Park Data is an analytics company delivering real-time Intelligence to decision-makers across the Enterprise.,"7,285",01/01/2012,Operating,18,"Business Intelligence, Finance, SaaS, Big Data, B2B, Mobile, Analytics, Enterprise Software",2,11-50,08/26/2015,"$3,000,000","$3,000,000",1,Series A,http://7parkdata.com,1
Echo,https://www.crunchbase.com/organization/echo-laboratories,"Biotechnology, Science and Engineering","San Diego, California, United States",Echo Laboratories is a startup microscope maker,"7,290",01/01/2013,Operating,,Biotechnology,1,11-50,03/30/2017,"$7,500,000","$9,500,000",4,Series A,http://discover-echo.com/,2
CARDFREE,https://www.crunchbase.com/organization/cardfree,"Commerce and Shopping, Software, Payments, Financial Services, Mobile","San Francisco, California, United States",CARDFREE offers a mobile merchant platform that uses end-to-end mobile commerce capabilities with integration of mobile and online to POS.,"7,307",11/01/2012,Operating,9,"E-Commerce, Mobile Payments, Mobile",1,11-50,12/10/2012,"$10,000,000","$10,000,000",,Series A,http://www.cardfree.com,1
Attic Labs,https://www.crunchbase.com/organization/attic-labs,"Hardware, Software","San Francisco, California, United States","Attic Labs is working on a new approach to data storage, synchronization, and collaboration.","7,330",06/24/2015,Operating,2,"Data Storage, Software, Open Source, Collaboration",2,,08/02/2016,"$8,100,000","$8,100,000",3,Series A,http://attic.io,1
Rockbot,https://www.crunchbase.com/organization/roqbot,"Media and Entertainment, Music and Audio, Software, Mobile","Oakland, California, United States","Rockbot is a streaming media platform for businesses including background music, mobile app for customers & digital signage applications.","7,332",01/01/2010,Operating,8,"Enterprise Software, Small and Medium Businesses, Mobile, Music, Digital Media, SaaS",3,11-50,05/15/2015,"$2,699,980","$5,099,980",18,Series A,http://rockbot.com,4
Sentrian,https://www.crunchbase.com/organization/sentrian,"Travel and Tourism, Information Technology, Data and Analytics, Software, Health Care","Aliso Viejo, California, United States",Sentrian is using biosensors and machine learning to make spotting,"7,334",01/01/2012,Operating,4,"Information Technology, Machine Learning, Analytics, Hospitality, Big Data, Health Care",1,11-50,12/05/2016,,"$15,711,000",9,Series A,http://sentrian.com,8
Tailor Brands,https://www.crunchbase.com/organization/tailor-brands,Sales and Marketing,"Brooklyn, New York, United States",Tailor Brands is a branding platform that enables users to freely design and create their product logos.,"7,361",06/11/2014,Operating,9,"Consulting, Personal Branding, Brand Marketing",3,11-50,11/07/2016,"$4,000,000","$5,100,000",5,Series A,http://www.tailorbrands.com,2
Lover.ly,https://www.crunchbase.com/organization/lover-ly,"Apps, Media and Entertainment, Events, Community and Lifestyle, Software, Sales and Marketing, Internet Services, Mobile, Advertising","New York, New York, United States",Loverly is an online media platform and Bridal Concierge. From setting your budget to finding your wedding dream team. We have you covered.,"7,375",01/01/2011,Operating,48,"Wedding, Search Engine, Mobile Apps, Advertising, Media and Entertainment",2,11-50,03/21/2016,"$2,000,000","$6,970,000",21,Series A,http://Lover.ly,6
Music Audience Exchange,https://www.crunchbase.com/organization/music-audience-exchange,"Media and Entertainment, Music and Audio, Software, Sales and Marketing","Plano, Texas, United States",MAX is a technology company that helps consumer brands and music artists form mutually beneficial partnerships to drive measurable results.,"7,377",01/01/2014,Operating,5,"Brand Marketing, Music, Software",5,11-50,03/02/2017,"$6,000,000","$9,500,000",13,Series A,http://www.musicaudienceexchange.com,2
Runscope,https://www.crunchbase.com/organization/runscope,"Hardware, Software, Internet Services","San Francisco, California, United States",Runscope develops tools that support the modern application development life cycle.,"7,380",01/01/2013,Operating,31,"Enterprise Software, Developer Tools, Developer APIs, Cloud Infrastructure",2,11-50,04/10/2014,"$6,000,000","$7,100,000",10,Series A,http://www.runscope.com,2
WithMe,https://www.crunchbase.com/organization/with-me,"Commerce and Shopping, Real Estate, Financial Services","Las Vegas, Nevada, United States","WithMe designs, builds, and leases retail stores for brands and retailers.","7,415",03/01/2011,Operating,,"Finance, Real Estate, Retail",1,,08/11/2016,"$32,802,838","$32,802,838",1,Series A,http://www.with.me/,3
NextHealth Technologies,https://www.crunchbase.com/organization/nexthealth-technologies,Health Care,"Greenwood Village, Colorado, United States",NextHealth was founded by industry visionaries that truly want to make the world a better place. Our employees are our most important asset.,"7,424",01/01/2013,Operating,3,"Health Care, Personal Health, Medical",,11-50,08/18/2016,"$8,500,000","$9,520,000",6,Series A,http://www.nexthealthtechnologies.com,3
Bedrock Data,https://www.crunchbase.com/organization/bedrock-data,"Information Technology, Data and Analytics, Software, Internet Services","Boston, Massachusetts, United States","Bedrock Data provides the leading product to connect, clean and continuously synchronize multiple cloud systems in real-time.","7,428",05/18/2012,Operating,23,"Cloud Data Services, Data Integration, SaaS, Software",4,11-50,04/13/2015,"$3,110,000","$3,360,000",6,Series A,http://www.bedrockdata.com,2
Content Analytics,https://www.crunchbase.com/organization/content-analytics,"Commerce and Shopping, Data and Analytics, Sales and Marketing","San Francisco, California, United States",REAL-TIME INSIGHTS FOR eCOMMERCE,"7,435",01/01/2013,Operating,10,"E-Commerce, Brand Marketing, Big Data, Analytics",1,11-50,09/24/2014,"$4,000,000","$5,500,000",12,Series A,http://contentanalyticsinc.com,2
Protenus,https://www.crunchbase.com/organization/protenus,"Information Technology, Data and Analytics, Health Care, Privacy and Security","Baltimore, Maryland, United States","Protenus is Health IT’s next-generation immune system, improving how healthcare organizations monitor patient data use and build trust.","7,445",01/01/2014,Operating,18,"Cyber Security, Analytics, Information Technology, Health Care, Big Data",,11-50,01/26/2016,"$4,000,000","$5,400,000",8,Series A,http://www.protenus.com,5
Lantern Pharma,https://www.crunchbase.com/organization/lantern-pharma,Health Care,"Dallas, Texas, United States",Lantern develop novel targeted cancer therapeutics.,"7,451",01/01/2013,Operating,1,"Alternative Medicine, Therapeutics, Clinical Trials",1,11-50,05/02/2017,"$3,700,000","$4,730,000",4,Series A,http://www.lanternpharma.com/,4
Portalarium,https://www.crunchbase.com/organization/portalarium,"Gaming, Media and Entertainment, Community and Lifestyle, Software","Austin, Texas, United States","Portalarium develops and publishes online social games, virtual worlds and other gaming related products and services.","7,457",09/01/2009,Operating,48,"Gaming, Online Games, Virtual World",3,11-50,07/10/2012,"$7,000,000","$9,425,000",5,Series A,http://portalarium.com,3
Xola,https://www.crunchbase.com/organization/xola,Software,"San Francisco, California, United States",Booking Software for Tour and Activity Companies,"7,484",09/13/2011,Operating,4,"SaaS, B2B, Software",2,51-100,01/04/2016,"$5,000,000","$6,800,000",13,Series A,https://www.xola.com/,2
K4Connect,https://www.crunchbase.com/organization/k4connect,Software,"Raleigh, North Carolina, United States","Serving older adults & those living w disabilities via our integrated Technology Delivery Platform; making life simpler, healthier, happier","7,496",10/01/2013,Operating,4,"Web Development, Software",2,11-50,10/24/2016,"$8,000,000","$9,900,000",8,Series A,http://www.k4connect.com,2
